match_id,tournament_year,match_date,home_team_id,away_team_id,text_available,text_count,combined_pre_match_text,sources,latest_text_time,min_hours_before_match
match_41fe34106584,1974,1974-06-22,team_b0ce0b49f97d,team_950ebd5e5210,0,0,,,,
match_803c9561dd85,1974,1974-06-22,team_e3a5090ba681,team_6e5fa4d9c48c,0,0,,,,
match_df74d2f16e49,1974,1974-06-22,team_00f3af1ef8f9,team_79efb284d3e2,0,0,,,,
match_e8d36cb1faab,1974,1974-06-22,team_fb2a54d63748,team_fd317045cbdc,0,0,,,,
match_0e2bac805c53,1974,1974-06-23,team_88e52ee42fd0,team_9142ac5b229c,0,0,,,,
match_a5fa6e0576c3,1974,1974-06-23,team_6f08c5ddcdd0,team_bab4ac375ada,0,0,,,,
match_cd40acc6cd07,1974,1974-06-23,team_db5f14430304,team_6123486432d2,0,0,,,,
match_ff02372bb271,1974,1974-06-23,team_2a52adc7b1da,team_87b190830af9,0,0,,,,
match_880eb97c20f2,1974,1974-06-26,team_950ebd5e5210,team_79efb284d3e2,0,0,,,,
match_c76239cfb35c,1974,1974-06-26,team_6e5fa4d9c48c,team_00f3af1ef8f9,0,0,,,,
match_dbaea602b997,1974,1974-06-26,team_6123486432d2,team_2a52adc7b1da,0,0,,,,
match_f5b8bee2ffe3,1974,1974-06-26,team_88e52ee42fd0,team_6f08c5ddcdd0,0,0,,,,
match_0829d3008a4b,1974,1974-06-30,team_79efb284d3e2,team_88e52ee42fd0,0,0,,,,
match_278da5d4dae8,1974,1974-06-30,team_6f08c5ddcdd0,team_950ebd5e5210,0,0,,,,
